,316676,317654,317655,318449,318450,319650,319876,320072,321330,321547,321968,322182,322183,323172,323928,323929,324522,324710,339519,340077,340267,340458,340678,340877,341043,341441,343162,343566,344434,345250,345649,346455,346632,346834,346835,347661
2020-01-05,4.475626656802023,-2.782928540744666,1.630591330168718,0.09788364678617212,3.9588751610720334,-8.316743571212655,-3.0680618259297354,2.4605650838578286,-12.76617694420477,5.6624115233394265,4.087369646511371,-13.712303103835412,-3.132405858969875,-4.325271722296252,3.0568611621798993,1.2226871961049932,-0.34528157238153545,3.643067264799169,6.073944479318701,-1.8008001886358036,-0.1450522081259389,0.3142248715891798,3.7648284196830994,0.9833713333491723,-7.872317779919891,5.02679237640996,-1.5775486259017386,7.311091863414872,0.02420695424553143,-13.070364693761146,-11.140454442844078,-6.8387577871254415,-5.099525801619162,1.3489424027826233,3.5583628164203143,0.41045726355981405
2020-01-11,3.164735016405679,-2.6449340595188087,1.7720725640975443,0.14640574939122608,4.098058517212483,-8.70586034187653,-2.326876091807743,2.744939580526959,-12.54133042151196,5.686451510633363,3.8645342172387536,-13.644571868891827,-3.1930003605108155,-5.356565690130191,2.935337857557423,1.2026903087323015,-0.0917718707071975,3.7152718081511353,6.722880917052567,-2.13231142782747,0.07888312687302435,0.24271311934608963,1.530645365177235,1.203219231967898,-7.961434741674257,4.7078904211845245,-1.9700902992995988,7.456920398114506,-0.05866696466371568,-12.825617565057016,-10.997220328691236,-7.312109690554195,-5.301722466114986,1.092850109196839,3.770616183758521,-0.14055015175589602
2020-01-17,3.211046604345139,-2.1125231174513157,1.715740123802727,0.03518061450186316,4.300200786157552,-8.259900898710818,-1.805673747357603,2.5541645494604586,-13.074303921695364,5.7347135977165635,4.548201156556754,-13.726403856507323,-3.1678285340237498,-5.077192958840574,2.606433258965682,1.4020243404730577,-0.20363034484106013,3.698347614795757,6.76040127073427,-2.1860579214306552,-0.04087034331291228,0.4468728090539136,2.461588853601718,1.0962160455296708,-7.700912503017933,4.310391354181684,-1.6743695925252617,7.63618324750109,0.336615457927123,-13.040746164222046,-10.709529738445655,-6.8011075928550335,-5.441051283724273,1.3230420122061628,3.8434128587179615,0.038654041498340064
2020-01-23,5.029695248372482,-2.875320382267196,1.3625198741618516,0.03384509036078809,3.821460356873708,-8.521485536369124,-2.7850221447660815,2.6450673035181587,-12.284036737746856,5.634947024010494,3.924434461718739,-13.573848116200095,-3.295394753133559,-5.065332994377667,2.527846790466074,1.8818262072136047,-0.4610902277034321,3.5054397480240858,6.904746509118752,-2.4367889931219855,-0.5864900271732405,-0.32673881271523797,2.2284843766231095,1.1384246093565902,-8.264321413459779,3.131020489298046,-1.9245165850618426,7.275079400737986,0.2136063371185366,-12.745784251872745,-10.737217913003025,-7.299299690333487,-3.72793267287052,0.813354826840126,3.447949020712537,-0.37783582151203454
2020-01-29,4.808188271658972,-3.3721811866408338,1.5862857412472096,0.06154591985971747,3.655843063792172,-8.513256496034296,-2.0663405226350564,2.7447665620553368,-12.279571456276363,5.672440390714718,4.24866391811906,-13.62975409515905,-3.29086803756908,-5.891358919116679,2.668694352827636,1.3128038657224232,-0.47440425682890686,3.523738891962856,6.899388978146106,-2.68852039212313,-0.2741788183333158,-0.005842887348997294,2.42966580975843,0.9435872529961014,-7.913094624904991,3.641591039783031,-1.8618599111282776,7.424531070374017,0.3407119231614457,-12.772231821018769,-10.605499310683305,-7.002856929050089,-4.980417709869607,0.9309360604894117,3.538446819519806,-0.3124858119009124
2020-02-04,2.1043001346880175,-2.587404441342411,1.394457166168805,0.6804193653068111,4.0511265975359905,-8.427161902963903,-2.160138556180768,2.6709687272238996,-13.056739134250165,5.780025656039211,4.263403062500117,-13.609185406868658,-3.326049284190935,-5.712568198686245,2.2090504611128123,0.6898137795555241,0.003851535120936944,3.7862246240991007,6.846775722525059,-2.4106056814630126,-0.20986716037575048,0.46251903002474304,2.4224142396239854,1.2130076735988067,-8.066420473286653,3.2715294800365537,-2.3177236822612106,8.278398894543022,0.08021323679076087,-12.681578590343525,-10.267774636554343,-7.2858237548514015,-5.17498049147065,0.9374921505429383,3.8432241655596853,-0.3144514172478807
2020-02-10,3.673510304108058,-2.4170692790338393,1.4697541268181378,-0.09800630484859951,4.4624056786602555,-8.303241869456414,-2.0324110923415954,2.610784900821161,-12.889468697592886,5.913963316139301,4.542646977325155,-13.60087931617295,-3.3500711686965055,-5.956770883227021,2.2421246199639473,1.1161873613164621,-0.4075104248491832,3.6958571204484296,6.727069974987167,-2.187398767868374,-0.3834060279142806,0.06597653544988713,2.6159186761861912,0.8516929451628719,-8.073134110859781,3.4094865267263437,-1.837796265939927,8.29492164966899,0.6573209996401386,-12.645498810844586,-9.81828964572392,-6.791856290021815,-5.0675438359312945,1.025934718526595,3.655245402900971,-0.244823918669983
2020-02-16,4.005916137996907,-3.1280372194859583,1.118418470486783,0.3330915919024662,5.181261146410096,-8.06814595716374,-1.5694892074699123,2.5133901196527155,-12.961053726441284,6.161046206160097,4.961072137956942,-13.684425418560789,-3.316733432406247,-5.922658342047766,2.418272653764883,1.7213645260447779,-0.6635231061802083,3.7531410634658635,6.525445508203692,-2.1815316455242586,-0.7085899550664982,0.557285868712353,3.158042094224644,0.6303821812272914,-7.847324759663346,4.521401156531087,-1.3050628113156324,8.713730707305753,1.2086380082604147,-12.662584762257225,-9.324157719598054,-6.821174747153339,-4.2005632662869115,1.3775237875540243,3.5746115501354385,0.028140612745713334
2020-02-22,3.464179510695633,-2.957046959999845,1.0789627713371943,0.69656426727397,4.725883901718598,-8.145456003257774,-1.819600890929225,3.0256835241502045,-11.724475909564674,6.093357349771069,4.771480247083513,-13.50237723318429,-3.450008590615398,-5.81459267475123,2.5285122359766747,1.4782653346555268,-0.4531600314430242,3.773888651939781,6.460839859806576,-2.2789400467109795,-0.754994059968503,0.04947129356974411,2.565658484591739,0.6859250718526462,-8.487657851401515,4.214249055253481,-1.773351028880278,8.469949376293233,1.0693136337839033,-12.46682319967362,-8.981943754979119,-6.464109093234594,-4.474111403941036,0.958556304771264,3.6178949859107252,-0.28902518976391356
2020-02-28,4.244585279772162,-1.7934979170395726,1.5518799321723509,-1.0356163085055372,4.077274227272339,-8.166100883930518,-1.656610336245894,3.392012596255622,-10.857843169793407,5.855972897059777,4.601059933201434,-13.303628575872475,-3.590195903682467,-6.640979585396442,2.4279085951594004,1.8783725186888374,-0.39201058243222064,3.447842947877747,6.3593465787966075,-2.4248350809427857,-0.9100458349775136,-1.444884211001173,2.090497473177537,0.2786875784779643,-8.763169958735102,2.974335570683084,-1.9185240154433814,7.925608139144244,1.501608675494713,-12.248333511298899,-8.541586652274113,-6.942925638574098,-4.012565269903622,0.5384062483906229,3.3935308354657767,-0.5969128225414781
2020-03-05,4.64574342548948,-3.761925970524077,1.6407697662851328,-0.19725001085339944,4.149540418416423,-8.199814145993006,-2.3365486283849064,2.6027777521201005,-11.579230469049858,5.69802863106641,4.741963601040107,-13.34797790088219,-3.5935571323943316,-6.0598331304448685,1.9310545231124705,0.8030223182887415,-0.37073366414684195,3.179035955174403,6.227583176485524,-3.0703851779375224,-0.7997908862386014,-1.223332174868279,2.049440144980535,-0.17930119442760906,-8.377230410000308,3.5869666493500603,-1.7303507461929355,7.981310438813661,1.9578065166767762,-12.268503537578162,-8.435769285016068,-6.603673120617299,-4.4987999124688125,0.6158319348232681,3.2587800494445887,-0.5538235480901799
2020-03-11,4.721241103866037,-4.65743571894335,1.5773133216731314,0.4485811727359077,4.505102384665353,-8.14389274401751,-1.599943899349678,2.6358782933921576,-12.329850033516726,5.800669692077853,5.153850512537442,-13.533175793271116,-3.513027803134989,-5.736903672861405,1.8817179299162328,0.9618349934942909,-0.49117914064416945,3.1697542657074154,6.04242409962206,-3.589549993222606,-0.7121571832207003,-0.7065098943100665,2.623156571882898,0.378493040214928,-7.975481128890615,3.957113706801561,-1.2887367467754243,9.248632608199419,2.297272114843462,-12.41544400450713,-8.384345978646662,-6.694054463537775,-4.652251576562692,1.0427266538089586,3.247104819233958,-0.24887929836396072
2020-03-17,4.676241475968682,-3.2389155021800926,2.033441465121761,-0.45403220978155234,4.488493283538046,-8.244833500441878,-1.4219051427898988,3.011348959511241,-11.721021272574093,5.553504161358944,5.2022714822011,-13.569446712821879,-3.5260263982132445,-5.60604436777172,2.1311251132862026,1.2134048108550974,-0.3102286976932449,2.889847916703447,5.950221253507518,-3.6167795263523663,-0.4667794454447547,-1.6212343713955768,2.61808342426614,0.6943097355106076,-8.19259280619832,3.7203044358373925,-1.305188257782127,9.343467205887443,2.5695732072551647,-12.436402907087194,-8.421216701241429,-6.330777410469047,-5.351515231688263,1.036175162195271,3.1664198981265104,-0.2740252801845653
