,416750,416751,417156,417568,417998,418478,418934,418935,418936,419420,420337
2020-01-05,-5.917361916092036,-8.04898347957454,-7.580333839430672,-9.690220140616423,0.8596640034018734,-2.8441111572975997,-5.868062699173631,2.918575370726979,0.5430166429494856,1.0114247417870645,-2.3231785512865217
2020-01-11,-5.60170987413399,-8.233586687161635,-8.022117138452938,-9.864055094206986,1.217675636372479,-3.2263311116958873,-5.7685536634597785,2.9834780714216267,0.5346490894582383,0.9182116939939942,-1.5534004103854038
2020-01-17,-5.8352940635555886,-8.396305406019021,-8.22549715472605,-10.157993689018175,1.3885138370599064,-3.267435325850839,-5.942754761311483,2.8601459044586606,0.46926772478805767,1.0645204075239265,-1.1175016857781097
2020-01-23,-5.919102135573821,-7.968630235680209,-8.579923197250242,-10.102500102929525,1.2274597421571838,-3.4569718262392213,-6.034344453154382,2.871824057277299,0.3682008642482739,0.8753729408246667,-1.0413769752696629
2020-01-29,-6.184312521681566,-8.093589762509957,-8.69484840605437,-10.264584823165396,1.3878218369211632,-3.5251889842699846,-6.13408348678652,2.876450489220432,0.2464872015619861,0.9033619848012018,-0.7233226470837231
2020-02-04,-6.029339815719437,-8.56748446921966,-8.801175889109572,-10.394223936004773,1.3090827372877256,-3.5568790598580318,-5.833830728562018,2.70522709981703,0.20831935334221496,0.8810200481645083,-0.8768694033506952
2020-02-10,-6.417275966610238,-8.466404134864023,-8.855724693424403,-10.554214116049693,1.4671748975773102,-3.544279852905931,-6.0154713230916865,2.7346227577630007,0.1718051027857821,0.8894153111828169,-0.9911273399958231
2020-02-16,-6.739106454970345,-8.637782984851743,-8.814740411444498,-10.80486012797409,1.139602604301699,-3.476160496167351,-6.152358704810656,2.782729928140436,0.26124785407925866,0.9610983476541151,-1.270400395119208
2020-02-22,-6.431163433208212,-8.675117990721578,-8.990753561001798,-10.752909550723706,0.9770335017483105,-3.522731997496633,-5.858117305105034,3.1037475405167467,0.28957399656811966,0.7853215630633299,-1.4259056048733294
2020-02-28,-6.303142906605651,-8.593325019962693,-9.156663077928972,-10.70835299546861,1.6713449487634668,-3.5366385806281526,-5.696193717593078,3.233922693130426,0.007545069027712126,0.6063416447095942,-0.9469075123429196
2020-03-05,-6.3916674264655455,-8.680568020479093,-9.178505403652178,-10.79592244041155,1.2518952341294858,-3.5361482855978816,-5.790004721647836,2.702351494221949,-0.10258435371881558,0.5383663495489359,-0.6852991139299185
2020-03-11,-6.599284416745585,-8.875496373123202,-9.095265622110011,-10.999433704637974,0.8907501720885653,-3.486646008646438,-5.988509570641431,2.681989359774847,0.014720166820047176,0.5614420312116164,-0.8878752644074863
2020-03-17,-6.542571283086417,-8.99237812297218,-9.13822339370128,-11.034421262739707,1.0193673211980214,-3.4955257323713234,-6.000629704441184,2.9850804935297086,0.14905375230944662,0.44425752166661825,-1.1653382037811575
2020-03-23,-6.1287618134034805,-8.7910030296046,-9.327727936463575,-10.874290813226787,0.8960396029357174,-3.577309307811424,-5.784209029228144,3.240076661177732,0.10725004617752076,0.16616665120572582,-0.8901421018469122
2020-03-29,-6.009848625818508,-8.718744189844685,-9.390266419788539,-10.87964022990985,1.0653659505908415,-3.567742716002921,-5.754086267220941,3.0093609553004232,-0.04261715224805007,0.01954182709810892,-0.38054793435550316
2020-04-04,-6.183940772969633,-8.779925822512965,-9.326841765169126,-11.052188628609406,1.0008615059239578,-3.4636390779366666,-5.898423254324789,2.650454533487364,-0.04710152740136242,0.006368536820970938,-0.3768786540522573
2020-04-10,-5.971622144754241,-9.435011959578716,-9.272864413429168,-11.207343151284565,0.9319153976618817,-3.3596271637568615,-5.683769482624308,2.702215723771612,0.16531543731870313,-0.019735292889714984,-0.7043215134419221
