,T0,T1,T2,TM3,W0,W1,W2,WM3,ar.L1,ar.L2,ar.L3,ar.L4,"cos(1,365.24)",intercept,sigma2,"sin(1,365.24)"
287970,0.0152,-0.0493,-0.1016,-0.1492,1.0842,0.2475,-0.0265,-1.1767,0.9078,-0.3922,0.1546,0.0035,0.1966,0.1556,0.0139,-0.0121
