,T0,W0,ar.L1,"cos(1,365.24)","cos(2,365.24)",intercept,ma.L1,sigma2,"sin(1,365.24)","sin(2,365.24)"
267218,-0.0706,-0.0701,0.5316,-0.0666,-0.0097,-0.0006,-0.9756,0.0125,0.0093,0.0368
