,316031,316359,316360,316361,316362,316363
2020-01-05,0.08926012989480636,-1.3685446567240938,-5.865983008633506,-0.6416305390966022,-9.350176706836935,-4.493868072289093
2020-01-11,0.184475478387637,0.17476462574853713,-6.506762066379082,-0.43327121452058037,-9.440979227873619,-2.9352763859249134
2020-01-17,0.2587630877276519,0.4179777902166748,-6.52850508444552,-1.5864574333362826,-9.665685111212081,-3.1135633956900506
2020-01-23,0.34411959626067645,-0.17435943829646305,-7.708633646062076,-0.8242601320979022,-9.408168138650645,-3.77534466002563
2020-01-29,0.6180485085342093,1.5836730361213327,-7.934113646119002,-0.8128619977227745,-9.678478599942277,-3.6893875585899147
2020-02-04,0.24894324310843086,1.4873248799813652,-9.608538368507261,-0.5010532847166127,-9.365162835726915,-1.4679800978660715
2020-02-10,0.4851829085029786,0.5300863182726374,-9.986386857801143,-1.414133023756535,-9.297676353668537,-2.4463009876227586
2020-02-16,-0.19025774521491545,0.7160883600902608,-9.936973797933717,-0.9011904980729222,-9.155762276927305,-2.658532646355752
2020-02-22,0.08581314524293493,-0.06375069946543022,-12.023079315394533,-0.42479958348090996,-8.62444348425556,-1.726177600641833
2020-02-28,1.015135418506902,-2.1175034385040874,-15.586559890304756,-1.5610653173809403,-8.266081954082779,0.14035352286137126
2020-03-05,1.6907540776171333,-3.154265555541471,-16.7227516060617,-0.32141300023225305,-7.257864610358739,-0.7288554195460044
2020-03-11,1.091879433632383,-3.73946575563777,-17.0694991208017,0.09993140971443726,-7.427156625190667,-0.6622219780945162
2020-03-17,2.2939088534813203,-5.980194417147345,-19.38469987754877,-1.571530856668713,-7.146502603039623,-0.7157018303727778
2020-03-23,3.0516939994724153,-5.48737043923936,-20.03008115859759,0.8507035388337938,-6.0376000960753755,-1.8979607032839123
2020-03-29,3.7353589933192355,-5.981081969341183,-19.92075582389353,0.791081859698763,-6.898635886738273,-2.097536606508446
2020-04-04,2.9122659337458137,-7.563702298195391,-18.817604229196654,0.698128879497216,-7.449868434308194,-2.3795955880836823
2020-04-10,2.6951643375586576,-6.838103523220525,-18.210966450521788,0.6070504829434169,-7.121019521940318,-1.8732237207548197
2020-04-16,1.5445146446768367,-8.146547927211508,-17.379826604784782,0.6964535983101472,-7.264970565733942,-2.3336494115989943
2020-04-22,1.8323901980649184,-8.036966726229576,-17.114251294435988,0.6316615877396474,-7.084731279449391,-2.197740971901803
2020-04-28,1.8967101698264566,-9.07525930334117,-16.964704721902294,0.6347933492154576,-7.14230526890407,-2.2613080764200477
2020-05-04,1.9166148417110493,-11.026811824765755,-17.348594892168016,0.630721739741209,-7.324847894963225,-1.9748831807046443
2020-05-10,2.014743926927294,-11.253558344463197,-16.383303333697157,0.3798181786018402,-7.471609345424467,-2.2751342155408647
2020-05-16,1.4921463431460689,-13.854193925275478,-16.231872386138704,0.6355007785894822,-7.761045070146296,-2.6696153246846688
2020-05-22,1.2211677009897022,-11.985134048735247,-15.15971447601153,0.29169703015325243,-7.700360371729731,-2.2831998697086613
2020-05-28,1.4465265808142727,-13.805001027646387,-15.397942447846397,0.4967979422671265,-7.602742134619492,-2.394312497750416
2020-06-03,1.116019354976193,-12.45111730542352,-14.208601106864748,0.17089036732325003,-7.787929107467732,-2.5055441025252723
2020-06-09,1.0876263190750235,-14.959623158506204,-14.604627493625777,0.3498337553805344,-7.937502381783485,-2.6394745106955515
2020-06-15,1.1314462415734754,-13.040486117438423,-13.850516743558806,0.012127638691342035,-7.930405626776954,-2.3829483820556874
2020-06-21,0.6218504091140202,-14.041757628118472,-13.328505938091531,0.04380781416554402,-8.101700865809153,-2.4235882888669025
2020-06-27,0.5045904296503574,-12.835554763605288,-12.603235217365423,1.8307790368154997e-06,-8.010855632193712,-2.473167305105795
2020-07-03,0.6481659730953959,-13.93399634166191,-13.144665731920234,0.1907240345755179,-8.065733319398365,-2.4127977126988833
2020-07-09,0.34068577966978086,-13.345118459355376,-12.36947679750643,-0.15155646752353213,-8.430032510101109,-2.720298050847787
2020-07-15,0.7600169200927658,-14.023886353929775,-12.373340481915868,-0.13791261621436313,-8.55562214703702,-2.687465364327271
2020-07-21,0.8685321454712343,-13.147042853771662,-12.087416212310089,-0.3811345735538838,-8.647600799619692,-2.644355889887702
2020-07-27,0.2789107151570027,-12.716767274483875,-11.197152064187051,-0.36024530258612675,-8.864108216012244,-2.707379202416168
2020-08-02,0.33630448459164075,-12.024370702353622,-10.804298465005047,-0.3543944369473362,-8.81620008673546,-2.708974910977342
2020-08-08,-0.5522930546145366,-10.663986651546978,-9.231272277181695,-0.5008038412058635,-9.107880975237482,-3.075214083548003
2020-08-14,-0.6171462211249654,-9.837153703090618,-9.389592368790431,-0.45672893829187,-8.805538072428057,-2.7402224413126284
2020-08-20,-1.1148533655751054,-9.430975671674187,-8.770300714820493,-0.6284670730741402,-9.124300148906835,-3.043947169237347
2020-08-26,-0.3213620553728864,-9.913111417006935,-9.513031892177906,-0.4575973205733268,-9.042682451472235,-3.0150405672926395
2020-09-01,0.0483077891551682,-9.845921860855643,-9.153117922565158,-0.7849604169509794,-9.592101944780666,-3.3094682879677038
2020-09-07,-0.12981370797657465,-10.522456192578495,-8.717866381416826,-0.9378464598707579,-10.010182038324649,-3.358580384794254
2020-09-13,-0.4819078927553839,-9.868715889535682,-7.867463380781302,-1.0324582253436745,-10.186402505867987,-3.45783049156603
2020-09-19,-0.7024126330600104,-9.117964808329369,-7.6239936506901245,-1.058054406436276,-10.123678926144038,-3.368064662923336
2020-09-25,0.14547217092394416,-8.996425395781628,-7.875706843541977,-1.1187302295777117,-10.190955334376918,-3.4748897637602916
2020-10-01,-0.5213616583919682,-9.441192662274918,-6.842643370362822,-1.3871726394792079,-10.903893761624118,-3.9016421574946696
2020-10-07,-0.5920852023986942,-9.694439616343974,-6.972798272762603,-1.1791315175644002,-10.853722279475152,-3.629690682010601
2020-10-13,-0.27620926590801,-9.844285718992207,-7.380700135486158,-1.5135827214001178,-11.02464896598054,-3.494068472848527
2020-10-19,-0.4462873685144686,-9.767951615934027,-6.63303502112867,-1.4759160600906558,-11.306282350754842,-4.016054507326964
2020-10-25,-0.5696490729132639,-8.485690763638782,-6.342110970309193,-1.5230137471629765,-11.277323395482558,-3.4605234302075765
2020-10-31,-1.1755376327975613,-8.707649392271698,-6.274883773782179,-1.342419225041553,-11.322551209560327,-3.2807282789464365
2020-11-06,-0.6394783509863124,-8.649046857108015,-7.447286819115824,-1.7264802663688252,-11.084602912886531,-3.1520992011062745
2020-11-12,-0.15206665573567424,-7.1414638718927606,-6.890669328814845,-1.7102840406175508,-11.160968539400848,-3.6410809109550373
2020-11-18,-0.7458422822230144,-6.868589883685164,-6.337183564662105,-1.4710021027845013,-11.459223755089376,-3.6826660816889687
2020-11-24,-0.40063877142521864,-7.104691447836618,-6.679196753729471,-1.342661465498833,-11.560004955077215,-3.9481159561135177
2020-11-30,0.19301207710928292,-6.424317600626232,-7.308861691285578,-1.5552382865266434,-11.669388090311104,-4.039012425999097
2020-12-06,0.14404175664544017,-5.634113518065547,-6.501518001978006,-1.842164422538568,-12.19698394457229,-4.167335582419336
