,316031,316359,316360,316361,316362,316363
2020-09-07,-1.7181809637699068,-22.32087036951764,-17.458399545276066,1.73341805930772,1.0017007250238414,-4.516891143537525
2020-09-13,-1.7357383462236022,-21.72621588527094,-16.786463440693908,1.490282363924674,0.6283183233166536,-4.837434101084307
2020-09-19,-1.8962711462951667,-21.128973714308977,-15.774380191076126,1.448251620666424,0.48120212392339035,-4.942028252422716
2020-09-25,-1.8944214761893292,-21.202988713931337,-15.845751272867062,1.6322949436014431,0.6211661548661134,-4.94987724314253
2020-10-01,-1.728198943862763,-21.5457757614431,-13.810486068126806,1.3780892870457375,0.2616832075798392,-5.388541204867303
2020-10-07,-1.428318058248923,-21.24076979414629,-15.361428674308854,1.3689592727470048,0.25416586930253793,-5.387852526196433
2020-10-13,-1.366674929703315,-21.604705973507976,-15.964207240217924,1.4232158678097857,0.4376316651278689,-5.446493337211672
2020-10-19,-1.1856302455394765,-21.359212468409492,-13.83539548196687,1.1617366601513002,0.11467852118521016,-5.674281024537693
2020-10-25,-1.2591976768722777,-20.249904727431353,-12.359510126715001,0.8426027958516649,-0.20237032493956164,-5.836037084918455
2020-10-31,-1.5566283145585729,-20.427936618066976,-7.396003729834575,0.6476960071735567,-0.2549824959993163,-5.8186447365128515
2020-11-06,-1.5805213251864068,-20.473286793094744,-8.488764886396623,0.8132596618096786,0.19999736441504368,-5.541928555008411
2020-11-12,-1.5819701800142045,-19.447476918717015,-5.7472248482200285,0.5143946340102099,-0.13729730601051493,-5.707537867679863
2020-11-18,-1.572815754115064,-18.53967811250999,-0.8504272996703293,0.23857557082162728,-0.48903540459413186,-5.719773517286348
2020-11-24,-1.7071129891015246,-18.32350223512431,3.2566103345764645,0.3695541372363049,-0.36351179270346456,-5.438725443307677
2020-11-30,-1.4304733549123299,-17.59587333572787,1.21855043286115,0.582155966994141,-0.18351752763724782,-5.292192703853023
2020-12-06,-0.9984493350600889,-16.29517981046718,0.31490828310140273,0.2507450983138151,-0.6672816914579105,-5.576175204433851
2020-12-12,-0.901819162214835,-15.137461704749878,3.4566677050656693,-0.01132033522501974,-1.086517624383264,-5.563542314174404
2020-12-18,-1.3561718874551882,-13.170737602063369,5.546214097194692,-0.20156308535191503,-1.3679365566949606,-5.52910981468903
2020-12-24,-1.5241522161651186,-12.142809121719154,5.027398125797831,-0.17172593588978025,-1.2730773468430865,-5.370323996818879
2020-12-30,-1.3841869306398653,-12.603759792253712,2.7502068325327116,-0.09966873476937455,-0.8929857365712568,-5.239824080561639
