,T0,T1,T2,TM6,W0,W1,W2,WM6,ar.L1,ar.L2,intercept,sigma2
267218,0.0495,0.2093,0.0235,-0.1086,-0.7122,-0.0616,-0.1264,0.8888,-0.3878,-0.266,0.0007,0.0388
