,T0,T1,TM3,W0,W1,WM3,ar.L1,"cos(1,365.24)",intercept,ma.L1,sigma2,"sin(1,365.24)"
287970,-0.0907,0.1731,0.1381,0.7037,-0.0944,-0.6243,0.6968,-0.1166,-0.0001,-0.9028,0.0161,0.0459
