,T0,T1,T2,TM3,TM6,W0,W1,W2,WM3,WM6,ar.L1,ar.L2,ar.L3,ar.L4,"cos(1,365.24)","cos(2,365.24)",intercept,ma.L1,ma.L2,sigma2,"sin(1,365.24)","sin(2,365.24)"
562692,0.6765,,,-0.6887,,-0.7314,,,0.6299,,0.0386,0.111,-0.081,-0.1034,0.0835,0.0572,0.0014,-0.9182,,0.0197,-0.1882,0.0504
562693,0.1629,-0.0131,,,,0.2857,-0.364,,,,0.3202,0.0585,0.0542,,,,0.0007,-0.9861,,0.0216,,
562694,-0.0602,,,0.1105,,-0.562,,,0.6204,,-0.1976,,,,0.1866,,0.0005,,,0.0133,-0.299,
563354,-0.0704,-0.1675,-0.0516,,-0.0907,0.6976,2.9762,-0.369,,-3.478,0.3082,0.3482,,,-0.0303,,0.324,0.4742,-0.0732,0.0095,-0.3065,
563355,-0.0006,0.0028,,,0.1135,-0.4387,-1.2477,,,1.635,0.2515,-0.0523,,,0.1338,-0.0317,0.0007,-0.87,,0.0062,-0.2893,0.0011
564018,-0.0652,,,,,-0.1104,,,,,-0.6729,0.3037,,,,,-0.0009,-0.0465,-0.9528,0.0283,,
564708,0.0621,0.0093,0.1449,,,0.5577,-0.1796,-0.851,,,,,,,0.1794,-0.0545,0.0006,,,0.0182,-0.08,-0.0486
564709,0.2354,,,-0.0177,,0.1493,,,-0.046,,-0.0635,0.2879,-0.1809,,0.1721,-0.0176,0.0014,-0.1422,-0.7972,0.0125,-0.3056,0.0079
566127,0.1541,0.0382,,,-0.0128,-1.1242,-1.1449,,,2.2295,0.3451,,,,0.1137,,0.0005,-0.9004,-0.0374,0.0165,-0.1399,
