date,W_0,W_1,const,trend
2020-06-24,0.18257116192253817,0.1871275327771151,1.0,0.5411764705882353
2020-07-01,0.17907139524032017,0.18152562574493766,1.0,0.5529411764705883
2020-07-06,0.18257116192253817,0.18593563766388616,1.0,0.5647058823529412
2020-07-12,0.1814045730284655,0.18593563766388616,1.0,0.5764705882352941
2020-07-18,0.17942137190854066,0.18355184743742825,1.0,0.5882352941176471
2020-07-23,0.17557162855809555,0.17997616209773462,1.0,0.6
2020-07-30,0.17090527298180488,0.17520858164481878,1.0,0.611764705882353
2020-08-03,0.16623891740550759,0.1704410011918962,1.0,0.6235294117647059
2020-08-11,0.15573961735884032,0.15971394517282886,1.0,0.6352941176470588
2020-08-14,0.15107326178254965,0.15494636471990625,1.0,0.6470588235294118
2020-08-23,0.14559029398040016,0.15017878426698367,1.0,0.6588235294117647
2020-08-25,0.144073728418107,0.14779499404052576,1.0,0.6705882352941176
2020-09-04,0.13590760615959172,0.1370679380214584,1.0,0.6823529411764706
2020-09-05,0.13707419505366436,0.13825983313468734,1.0,0.6941176470588235
2020-09-16,0.1269248716752242,0.1299165673420779,1.0,0.7058823529411764
2020-09-27,0.12074195053663377,0.11918951132300377,1.0,0.7176470588235294
2020-09-28,0.12074195053663377,0.1227651966626974,1.0,0.7294117647058823
2020-10-08,0.12424171721885177,0.1227651966626974,1.0,0.7411764705882353
2020-10-10,0.13124125058329442,0.13110846245530686,1.0,0.7529411764705882
2020-10-19,0.13124125058329442,0.1338498212157321,1.0,0.7647058823529411
2020-10-22,0.13240783947736706,0.1346841477949937,1.0,0.7764705882352941
2020-10-30,0.1514232384507701,0.14779499404052576,1.0,0.788235294117647
2020-11-03,0.18373775081661084,0.17640047675804774,1.0,0.8
2020-11-10,0.21838544097060353,0.2205005959475597,1.0,0.8117647058823529
2020-11-15,0.22573495100326665,0.22967818831943076,1.0,0.8235294117647058
2020-11-21,0.23856742883807924,0.24195470798570118,1.0,0.8352941176470589
2020-11-27,0.2548996733551098,0.257091775923717,1.0,0.8470588235294118
2020-12-02,0.25256649556696453,0.25744934445769113,1.0,0.8588235294117647
2020-12-09,0.284064395706953,0.2824791418355195,1.0,0.8705882352941177
2020-12-13,0.3070461969202058,0.3075089392133478,1.0,0.8823529411764706
2020-12-21,0.339710685954267,0.3408820023837924,1.0,0.8941176470588235
2020-12-24,0.38439104059729523,0.3682955899880854,1.0,0.9058823529411765
2021-01-02,0.5407139524031719,0.5423122765196685,1.0,0.9176470588235294
2021-01-04,0.5558796080261298,0.5601907032181164,1.0,0.9294117647058824
2021-01-14,0.6480401306579567,0.6317044100119213,1.0,0.9411764705882353
2021-01-15,0.6670555296313597,0.6615017878426723,1.0,0.9529411764705882
2021-01-26,0.8183621091927187,0.8259833134684169,1.0,0.9647058823529412
2021-02-06,0.9793513765748926,0.9761620977354006,1.0,0.9764705882352941
2021-02-07,1.0,1.0,1.0,0.9882352941176471
