date,W_0,W_1,const,trend
2022-06-27,0.4520547945205516,0.4580756013745757,1.0,0.8901098901098902
2022-07-08,0.3541597059806228,0.36185567010310826,1.0,0.9010989010989011
2022-07-19,0.24156364851320228,0.2474226804123784,1.0,0.9120879120879122
2022-07-20,0.23154026060808044,0.2371134020618724,1.0,0.9230769230769231
2022-07-30,0.15135315736718186,0.14776632302405607,1.0,0.9340659340659342
2022-08-01,0.14801202806548092,0.1408934707903854,1.0,0.9450549450549451
2022-08-10,0.10791847644503161,0.106529209621993,1.0,0.9560439560439561
2022-08-13,0.09355162044770236,0.08934707903781633,1.0,0.9670329670329672
2022-08-21,0.042098229201462264,0.04020618556701637,1.0,0.9780219780219781
2022-08-25,0.0,0.0,1.0,0.989010989010989
