date,T_0,T_1,W_0,W_1,const,trend
2020-07-23,0.6755786697919718,0.5915808669883362,0.17557162855809555,0.17997616209773462,1.0,0.6
2020-07-30,0.7267067096396133,0.668363663994529,0.17090527298180488,0.17520858164481878,1.0,0.611764705882353
2020-08-03,0.6856504541459127,0.7642946696554083,0.16623891740550759,0.1704410011918962,1.0,0.6235294117647059
2020-08-11,1.0,1.0,0.15573961735884032,0.15971394517282886,1.0,0.6352941176470588
2020-08-14,0.8851084090243188,0.9471144713346756,0.15107326178254965,0.15494636471990625,1.0,0.6470588235294118
2020-08-23,0.6847348373864635,0.8112913643098666,0.14559029398040016,0.15017878426698367,1.0,0.6588235294117647
2020-08-25,0.661221799003809,0.6275217506933627,0.144073728418107,0.14779499404052576,1.0,0.6705882352941176
2020-09-04,0.6859434515089364,0.5026024847080277,0.13590760615959172,0.1370679380214584,1.0,0.6823529411764706
2020-09-05,0.5586727219455025,0.6827628129630333,0.13707419505366436,0.13825983313468734,1.0,0.6941176470588235
2020-09-16,0.7739891590975682,0.7940427795296531,0.1269248716752242,0.1299165673420779,1.0,0.7058823529411764
2020-09-27,0.4127966598300616,0.3751757152083887,0.12074195053663377,0.11918951132300377,1.0,0.7176470588235294
2020-09-28,0.42605479050688544,0.39941491584666233,0.12074195053663377,0.1227651966626974,1.0,0.7294117647058823
2020-10-08,0.4625329622033402,0.43250636373997947,0.12424171721885177,0.1227651966626974,1.0,0.7411764705882353
2020-10-10,0.3894301201289188,0.4494130162227879,0.13124125058329442,0.13110846245530686,1.0,0.7529411764705882
2020-10-19,0.3610460005859948,0.3211884046958702,0.13124125058329442,0.1338498212157321,1.0,0.7647058823529411
2020-10-22,0.6018532083211251,0.537289616655902,0.13240783947736706,0.1346841477949937,1.0,0.7764705882352941
2020-10-30,0.48893934954585416,0.3818243987690437,0.1514232384507701,0.14779499404052576,1.0,0.788235294117647
2020-11-03,0.3778567242894814,0.6143763534820105,0.18373775081661084,0.17640047675804774,1.0,0.8
2020-11-10,0.3726560210958102,0.4244139660347251,0.21838544097060353,0.2205005959475597,1.0,0.8117647058823529
2020-11-15,0.49183269850571343,0.4788571862771171,0.22573495100326665,0.22967818831943076,1.0,0.8235294117647058
2020-11-21,0.19059478464693821,0.14186391094563275,0.23856742883807924,0.24195470798570118,1.0,0.8352941176470589
2020-11-27,0.17165983006152946,0.2509023213403746,0.2548996733551098,0.257091775923717,1.0,0.8470588235294118
2020-12-02,0.165580134778787,0.14516925648721554,0.25256649556696453,0.25744934445769113,1.0,0.8588235294117647
2020-12-09,0.08317462642836215,0.07043805326545344,0.284064395706953,0.2824791418355195,1.0,0.8705882352941177
2020-12-13,0.25333284500439496,0.20721097222749893,0.3070461969202058,0.3075089392133478,1.0,0.8823529411764706
2020-12-21,0.2902505127453853,0.32848296037384594,0.339710685954267,0.3408820023837924,1.0,0.8941176470588235
2020-12-24,0.23699824201582187,0.4157136886896394,0.38439104059729523,0.3682955899880854,1.0,0.9058823529411765
2021-01-02,0.11078962789334898,0.07077998556285856,0.5407139524031719,0.5423122765196685,1.0,0.9176470588235294
2021-01-04,0.06453266920597715,0.06318149006496712,0.5558796080261298,0.5601907032181164,1.0,0.9294117647058824
2021-01-14,0.04380310577204806,0.08043007484518065,0.6480401306579567,0.6317044100119213,1.0,0.9411764705882353
2021-01-15,0.025783767946088488,0.016640705140382205,0.6670555296313597,0.6615017878426723,1.0,0.9529411764705882
2021-01-26,0.09445502490477586,0.0,0.8183621091927187,0.8259833134684169,1.0,0.9647058823529412
2021-02-06,0.20370641664225025,0.22335777516051822,0.9793513765748926,0.9761620977354006,1.0,0.9764705882352941
2021-02-07,0.0,0.18251586185935184,1.0,1.0,1.0,0.9882352941176471
