date,T_0,T_1,W_0,W_1,inter_0,inter_1,W_diff,T_diff,const,trend
2020-01-20,0.12529299736302374,0.11336955282853994,0.17475501633224336,0.1942789034564956,0.10975219192431193,0.10101806869964694,0.6331738437001361,0.49560711872043256,1.0,0.2588235294117647
2020-01-29,0.15382361558745972,0.1644694350518597,0.21173588427438136,0.21930870083433074,0.16325791087698616,0.16543143877724875,0.4625199362041723,0.5381091837500939,1.0,0.27058823529411763
2020-02-01,0.3949238206856139,0.40002279548649367,0.19307046196920544,0.19666269368296027,0.38219580712223306,0.360814272193766,0.4146730462519728,0.5093489524667718,1.0,0.2823529411764706
2020-02-09,0.35646791678874895,0.20420956650583183,0.19307046196920544,0.1918951132300377,0.3449792998906329,0.17972851362883835,0.35087719298240366,0.20117143500788473,1.0,0.29411764705882354
2020-02-13,0.14741429827131558,0.1510200980205919,0.218735417638824,0.21537544696066976,0.1616275804997713,0.14917907969447483,0.31419457735247164,0.5246677179544943,1.0,0.3058823529411765
2020-02-20,0.2505859947260475,0.1667109912237377,0.17988800746617237,0.17640047675804774,0.22595177563056526,0.13487795491537793,0.3237639553428572,0.344146579559961,1.0,0.3176470588235294
2020-02-25,0.28200996191034283,0.21420158808555903,0.23775081661222705,0.28605482717521313,0.3360804266336364,0.2810275849908481,1.0,0.3735826387324473,1.0,0.32941176470588235
2020-03-02,0.17594491649575156,0.21385965578815394,0.20706952869808407,0.17997616209773462,0.1826205603881848,0.1765309400961713,0.0,0.590373207178794,1.0,0.3411764705882353
2020-03-08,0.2565191913272781,0.20075225105429123,0.15422305179654716,0.17163289630512515,0.1983014580989574,0.15802941742727397,0.6108452950557823,0.39926409852068784,1.0,0.3529411764705882
2020-03-13,0.2507324934075594,0.35143041677747805,0.21640223985067866,0.20059594755661447,0.2719750866243552,0.32332440480084507,0.14832535885161,0.7089434557332733,1.0,0.36470588235294116
2020-03-24,0.1858702021681805,0.1608601496903613,0.2482501166588877,0.25303933253873584,0.23128953618091178,0.18668674599955348,0.4146730462519728,0.4652699556957273,1.0,0.3764705882352941
2020-04-01,0.18173161441547026,0.17066220888264122,0.23740083994400657,0.24433849821215908,0.2162566586547605,0.1912521150486802,0.44657097288671205,0.49312908312683035,1.0,0.38823529411764707
2020-04-04,0.2851963082332259,0.2966832567151704,0.23040130657956395,0.2371871275327786,0.3293711754162714,0.32274619976610264,0.44657097288671205,0.5300743410678082,1.0,0.4
2020-04-13,0.3474582478757691,0.5990273925762698,0.1977368175454961,0.20500595947556974,0.34438713391453335,0.5632356719276354,0.4625199362041723,1.0,1.0,0.4117647058823529
2020-04-15,0.36701582185760334,0.22559933133239615,0.19307046196920544,0.19666269368296027,0.35518725615987173,0.2034870498895035,0.4146730462519728,0.22182173162123606,1.0,0.4235294117647059
2020-04-25,0.4225388221506006,0.5448881121537935,0.1942370508632781,0.19785458879618925,0.4113916243102074,0.4944591799499173,0.4146730462519728,0.7390553427949239,1.0,0.43529411764705883
2020-04-26,0.46070172868444187,0.40952091485885794,0.1942370508632781,0.19785458879618925,0.44854773703719336,0.37162010184633654,0.4146730462519728,0.3932567395058948,1.0,0.44705882352941173
2020-05-18,0.585518605332552,0.4948520193001785,0.20123658422772073,0.2061978545887987,0.5906148867314004,0.4679898922117037,0.43062200956934243,0.3059998498160248,1.0,0.4588235294117647
